elapsed_s,timestamp,gateway_id,cpu_pct,cpu_user,cpu_sys,cpu_iowait,mem_total_mb,mem_used_mb,mem_free_mb,mem_used_pct,load_1,load_5,load_15,net_rx_bytes,net_tx_bytes,net_rx_delta,net_tx_delta,cs_cpu_pct,cs_mem_mb,pf_cpu_pct,pf_mem_mb,rx_total,tx_total,rx_delta,tx_delta,rx_crc_ok,rx_crc_error,rx_crc_none,crc_error_rate_pct,rx_dr0,rx_dr1,rx_dr2,rx_dr3,rx_dr4,rx_dr5
150.4,2026-05-17T18:14:31,0016c001f10c2ef6,19.4,2.3,17.1,0.0,7809,702,7107,9.0,0.85,0.53,0.47,412825953,2208388539,3038,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
150.8,2026-05-17T18:14:32,0016c001f10c2ef6,19.8,1.8,18.0,0.0,7809,703,7106,9.0,0.85,0.53,0.47,412829091,2208400348,3138,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
151.2,2026-05-17T18:14:32,0016c001f10c2ef6,10.5,1.8,8.8,0.0,7809,702,7107,9.0,0.85,0.53,0.47,412832329,2208412157,3238,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
151.7,2026-05-17T18:14:32,0016c001f10c2ef6,6.2,2.2,3.9,0.0,7809,703,7106,9.0,0.85,0.53,0.47,412835367,2208423966,3038,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
152.1,2026-05-17T18:14:33,0016c001f10c2ef6,8.0,2.9,5.2,0.0,7809,702,7107,9.0,0.78,0.52,0.47,412839330,2208466365,3963,42399,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
152.5,2026-05-17T18:14:33,0016c001f10c2ef6,6.4,2.3,4.1,0.0,7809,702,7107,9.0,0.78,0.52,0.47,412842468,2208478174,3138,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
152.9,2026-05-17T18:14:34,0016c001f10c2ef6,6.8,2.3,4.5,0.0,7809,702,7107,9.0,0.78,0.52,0.47,412845706,2208489983,3238,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
153.4,2026-05-17T18:14:34,0016c001f10c2ef6,8.7,3.1,5.6,0.0,7809,703,7106,9.0,0.78,0.52,0.47,412848948,2208501858,3242,11875,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
153.9,2026-05-17T18:14:35,0016c001f10c2ef6,9.1,3.6,5.6,0.0,7809,703,7106,9.0,0.78,0.52,0.47,412853191,2208544401,4243,42543,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
154.4,2026-05-17T18:14:35,0016c001f10c2ef6,11.9,5.0,6.9,0.0,7809,703,7106,9.0,0.78,0.52,0.47,412856810,2208556276,3619,11875,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
154.9,2026-05-17T18:14:36,0016c001f10c2ef6,9.2,2.6,6.6,0.0,7809,702,7107,9.0,0.78,0.52,0.47,412860052,2208568151,3242,11875,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
155.4,2026-05-17T18:14:36,0016c001f10c2ef6,10.1,2.9,7.2,0.0,7809,703,7106,9.0,0.78,0.52,0.47,412863294,2208580026,3242,11875,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
155.9,2026-05-17T18:14:37,0016c001f10c2ef6,10.0,2.5,7.5,0.0,7809,702,7107,9.0,0.78,0.52,0.47,412867413,2208622491,4119,42465,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
156.4,2026-05-17T18:14:37,0016c001f10c2ef6,11.7,5.1,6.6,0.0,7809,702,7107,9.0,0.78,0.52,0.47,412870707,2208635430,3294,12939,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
156.9,2026-05-17T18:14:38,0016c001f10c2ef6,11.7,5.1,6.1,0.5,7809,702,7107,9.0,0.88,0.55,0.47,412873891,2208649271,3184,13841,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
157.4,2026-05-17T18:14:38,0016c001f10c2ef6,9.2,2.8,6.5,0.0,7809,701,7108,9.0,0.88,0.55,0.47,412876977,2208661146,3086,11875,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
157.8,2026-05-17T18:14:39,0016c001f10c2ef6,5.2,1.1,4.0,0.0,7809,700,7109,9.0,0.88,0.55,0.47,412880015,2208672955,3038,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
158.2,2026-05-17T18:14:39,0016c001f10c2ef6,6.6,3.0,3.6,0.0,7809,700,7109,9.0,0.88,0.55,0.47,412884134,2208715379,4119,42424,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
158.7,2026-05-17T18:14:40,0016c001f10c2ef6,6.2,1.1,5.1,0.0,7809,700,7109,9.0,0.88,0.55,0.47,412887376,2208727188,3242,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
159.1,2026-05-17T18:14:41,0016c001f10c2ef6,4.6,1.1,3.4,0.0,7809,702,7107,9.0,0.88,0.55,0.47,412890846,2208739153,3470,11965,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
159.6,2026-05-17T18:14:41,0016c001f10c2ef6,7.1,3.3,3.8,0.0,7809,702,7107,9.0,0.88,0.55,0.47,412893832,2208750962,2986,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
160.0,2026-05-17T18:14:42,0016c001f10c2ef6,6.3,1.7,4.6,0.0,7809,702,7107,9.0,0.88,0.55,0.47,412897951,2208793386,4119,42424,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
160.4,2026-05-17T18:14:42,0016c001f10c2ef6,7.3,2.8,4.5,0.0,7809,701,7108,9.0,0.88,0.55,0.47,412901141,2208806076,3190,12690,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
160.9,2026-05-17T18:14:42,0016c001f10c2ef6,6.3,2.9,3.4,0.0,7809,700,7109,9.0,0.88,0.55,0.47,412904429,2208817885,3288,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
161.3,2026-05-17T18:14:43,0016c001f10c2ef6,20.7,4.0,16.7,0.0,7809,702,7107,9.0,0.88,0.55,0.47,412907567,2208829694,3138,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
161.7,2026-05-17T18:14:43,0016c001f10c2ef6,18.7,2.9,15.8,0.0,7809,701,7108,9.0,0.89,0.56,0.48,412910777,2208841581,3210,11887,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
162.2,2026-05-17T18:14:44,0016c001f10c2ef6,19.2,2.9,16.3,0.0,7809,700,7109,9.0,0.89,0.56,0.48,412914996,2208884005,4219,42424,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
162.6,2026-05-17T18:14:44,0016c001f10c2ef6,13.3,2.3,11.0,0.0,7809,702,7107,9.0,0.89,0.56,0.48,412918034,2208895814,3038,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
163.0,2026-05-17T18:14:45,0016c001f10c2ef6,5.6,1.7,4.0,0.0,7809,703,7106,9.0,0.89,0.56,0.48,412921272,2208907623,3238,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
163.5,2026-05-17T18:14:45,0016c001f10c2ef6,5.2,1.7,3.4,0.0,7809,703,7106,9.0,0.89,0.56,0.48,412924358,2208919432,3086,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
163.9,2026-05-17T18:14:45,0016c001f10c2ef6,5.8,2.3,3.5,0.0,7809,703,7106,9.0,0.89,0.56,0.48,412927444,2208931241,3086,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
164.3,2026-05-17T18:14:46,0016c001f10c2ef6,7.0,2.9,4.1,0.0,7809,702,7107,9.0,0.89,0.56,0.48,412931840,2208973665,4396,42424,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
164.7,2026-05-17T18:14:46,0016c001f10c2ef6,5.8,2.3,3.5,0.0,7809,702,7107,9.0,0.89,0.56,0.48,412935078,2208985474,3238,11809,1.2,234.4,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
165.2,2026-05-17T18:14:47,0016c001f10c2ef6,6.8,2.3,4.5,0.0,7809,702,7107,9.0,0.89,0.56,0.48,412938220,2208998032,3142,12558,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
165.6,2026-05-17T18:14:47,0016c001f10c2ef6,7.6,2.9,4.7,0.0,7809,702,7107,9.0,0.89,0.56,0.48,412941504,2209011427,3284,13395,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
166.0,2026-05-17T18:14:48,0016c001f10c2ef6,6.7,2.8,3.9,0.0,7809,701,7108,9.0,0.89,0.56,0.48,412945627,2209053851,4123,42424,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
166.5,2026-05-17T18:14:48,0016c001f10c2ef6,5.8,2.3,3.5,0.0,7809,702,7107,9.0,0.89,0.56,0.48,412948817,2209065660,3190,11809,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
166.9,2026-05-17T18:14:48,0016c001f10c2ef6,6.7,2.8,3.9,0.0,7809,702,7107,9.0,0.82,0.55,0.47,412952055,2209077469,3238,11809,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
167.4,2026-05-17T18:14:49,0016c001f10c2ef6,8.1,2.7,5.4,0.0,7809,702,7107,9.0,0.82,0.55,0.47,412955041,2209089344,2986,11875,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
167.9,2026-05-17T18:14:49,0016c001f10c2ef6,6.1,1.1,5.0,0.0,7809,702,7107,9.0,0.82,0.55,0.47,412958227,2209101153,3186,11809,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
168.3,2026-05-17T18:14:50,0016c001f10c2ef6,7.6,3.5,4.1,0.0,7809,700,7109,9.0,0.82,0.55,0.47,412962194,2209143577,3967,42424,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
168.7,2026-05-17T18:14:50,0016c001f10c2ef6,5.3,1.2,4.1,0.0,7809,701,7108,9.0,0.82,0.55,0.47,412965384,2209155386,3190,11809,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
169.2,2026-05-17T18:14:51,0016c001f10c2ef6,6.9,2.9,4.0,0.0,7809,703,7106,9.0,0.82,0.55,0.47,412968626,2209167195,3242,11809,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
169.6,2026-05-17T18:14:51,0016c001f10c2ef6,6.6,1.7,5.0,0.0,7809,702,7107,9.0,0.82,0.55,0.47,412971884,2209179082,3258,11887,1.2,234.5,3.1,2.0,65,51,0,0,0,0,0,0.0,0,0,0,0,0,0
170.0,2026-05-17T18:14:52,0016c001f10c2ef6,6.9,2.9,3.4,0.6,7809,702,7107,9.0,0.82,0.55,0.47,412975951,2209221506,4067,42424,1.2,234.5,3.1,2.0,71,54,6,3,0,0,0,0.0,0,0,0,0,0,0
170.5,2026-05-17T18:14:52,0016c001f10c2ef6,7.6,2.2,5.4,0.0,7809,702,7107,9.0,0.82,0.55,0.47,412979193,2209233315,3242,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
170.9,2026-05-17T18:14:52,0016c001f10c2ef6,5.6,1.7,3.9,0.0,7809,702,7107,9.0,0.82,0.55,0.47,412982383,2209245124,3190,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
171.4,2026-05-17T18:14:53,0016c001f10c2ef6,6.8,2.8,4.0,0.0,7809,701,7108,9.0,0.82,0.55,0.47,412985473,2209256933,3090,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
171.8,2026-05-17T18:14:53,0016c001f10c2ef6,6.2,2.3,4.0,0.0,7809,702,7107,9.0,0.75,0.54,0.47,412988559,2209268742,3086,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
172.2,2026-05-17T18:14:54,0016c001f10c2ef6,6.9,2.9,4.0,0.0,7809,702,7107,9.0,0.75,0.54,0.47,412992730,2209311166,4171,42424,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
172.7,2026-05-17T18:14:54,0016c001f10c2ef6,18.7,2.7,16.0,0.0,7809,703,7106,9.0,0.75,0.54,0.47,412995920,2209322975,3190,11809,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
173.1,2026-05-17T18:14:55,0016c001f10c2ef6,17.8,1.8,16.0,0.0,7809,702,7107,9.0,0.75,0.54,0.47,412999058,2209334784,3138,11809,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
173.5,2026-05-17T18:14:55,0016c001f10c2ef6,20.6,2.4,18.2,0.0,7809,702,7107,9.0,0.75,0.54,0.47,413002144,2209346593,3086,11809,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
174.0,2026-05-17T18:14:56,0016c001f10c2ef6,16.8,2.9,13.9,0.0,7809,701,7108,9.0,0.75,0.54,0.47,413005915,2209358402,3771,11809,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
174.4,2026-05-17T18:14:56,0016c001f10c2ef6,8.1,3.2,4.9,0.0,7809,700,7109,9.0,0.75,0.54,0.47,413009726,2209400826,3811,42424,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
174.8,2026-05-17T18:14:56,0016c001f10c2ef6,6.3,2.3,4.0,0.0,7809,702,7107,9.0,0.75,0.54,0.47,413012956,2209412767,3230,11941,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
175.3,2026-05-17T18:14:57,0016c001f10c2ef6,9.6,3.4,6.2,0.0,7809,702,7107,9.0,0.75,0.54,0.47,413016396,2209427438,3440,14671,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
175.7,2026-05-17T18:14:57,0016c001f10c2ef6,6.2,3.4,2.8,0.0,7809,702,7107,9.0,0.75,0.54,0.47,413019434,2209439247,3038,11809,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
176.2,2026-05-17T18:14:58,0016c001f10c2ef6,8.3,2.2,5.6,0.6,7809,703,7106,9.0,0.75,0.54,0.47,413023497,2209482701,4063,43454,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
176.6,2026-05-17T18:14:58,0016c001f10c2ef6,5.4,1.8,3.6,0.0,7809,703,7106,9.0,0.69,0.53,0.47,413026633,2209494510,3136,11809,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
177.0,2026-05-17T18:14:59,0016c001f10c2ef6,5.9,1.6,4.3,0.0,7809,703,7106,9.0,0.69,0.53,0.47,413029667,2209506319,3034,11809,1.2,234.4,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
177.5,2026-05-17T18:14:59,0016c001f10c2ef6,6.4,1.7,4.7,0.0,7809,703,7106,9.0,0.69,0.53,0.47,413033029,2209518206,3362,11887,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
177.9,2026-05-17T18:14:59,0016c001f10c2ef6,8.7,3.1,5.6,0.0,7809,703,7106,9.0,0.69,0.53,0.47,413036219,2209530081,3190,11875,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
178.4,2026-05-17T18:15:00,0016c001f10c2ef6,10.7,4.1,6.6,0.0,7809,703,7106,9.0,0.69,0.53,0.47,413040390,2209572652,4171,42571,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
178.9,2026-05-17T18:15:00,0016c001f10c2ef6,9.1,3.0,6.1,0.0,7809,703,7106,9.0,0.69,0.53,0.47,413043428,2209584527,3038,11875,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
179.4,2026-05-17T18:15:01,0016c001f10c2ef6,7.9,2.3,5.6,0.0,7809,702,7107,9.0,0.69,0.53,0.47,413046566,2209596336,3138,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
179.8,2026-05-17T18:15:01,0016c001f10c2ef6,8.6,2.9,4.6,1.1,7809,701,7108,9.0,0.69,0.53,0.47,413049856,2209608145,3290,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
180.2,2026-05-17T18:15:02,0016c001f10c2ef6,5.8,1.7,4.0,0.0,7809,702,7107,9.0,0.69,0.53,0.47,413053871,2209650650,4015,42505,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
180.7,2026-05-17T18:15:02,0016c001f10c2ef6,7.2,3.3,3.9,0.0,7809,702,7107,9.0,0.69,0.53,0.47,413056957,2209662459,3086,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
181.1,2026-05-17T18:15:03,0016c001f10c2ef6,6.8,3.4,3.4,0.0,7809,702,7107,9.0,0.69,0.53,0.47,413060099,2209674268,3142,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
181.5,2026-05-17T18:15:03,0016c001f10c2ef6,5.7,1.1,4.6,0.0,7809,702,7107,9.0,0.63,0.52,0.46,413063185,2209686077,3086,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
181.9,2026-05-17T18:15:03,0016c001f10c2ef6,6.5,1.8,4.7,0.0,7809,702,7107,9.0,0.63,0.52,0.46,413066371,2209697886,3186,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
182.4,2026-05-17T18:15:04,0016c001f10c2ef6,6.4,1.7,4.6,0.0,7809,703,7106,9.0,0.63,0.52,0.46,413070302,2209740477,3931,42591,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
182.8,2026-05-17T18:15:04,0016c001f10c2ef6,7.0,2.9,4.1,0.0,7809,702,7107,9.0,0.63,0.52,0.46,413073492,2209752286,3190,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
183.2,2026-05-17T18:15:05,0016c001f10c2ef6,4.6,1.2,3.5,0.0,7809,703,7106,9.0,0.63,0.52,0.46,413076694,2209764337,3202,12051,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
183.7,2026-05-17T18:15:05,0016c001f10c2ef6,5.6,2.8,2.8,0.0,7809,703,7106,9.0,0.63,0.52,0.46,413080313,2209776146,3619,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
184.1,2026-05-17T18:15:06,0016c001f10c2ef6,16.1,3.9,12.2,0.0,7809,702,7107,9.0,0.63,0.52,0.46,413083503,2209788021,3190,11875,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
184.6,2026-05-17T18:15:06,0016c001f10c2ef6,20.2,3.4,16.3,0.6,7809,702,7107,9.0,0.63,0.52,0.46,413087522,2209830526,4019,42505,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
185.0,2026-05-17T18:15:07,0016c001f10c2ef6,19.4,2.4,17.0,0.0,7809,703,7106,9.0,0.63,0.52,0.46,413090556,2209842335,3034,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
185.4,2026-05-17T18:15:07,0016c001f10c2ef6,17.1,1.8,15.2,0.0,7809,703,7106,9.0,0.63,0.52,0.46,413093798,2209854144,3242,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
185.8,2026-05-17T18:15:07,0016c001f10c2ef6,6.2,3.4,2.8,0.0,7809,703,7106,9.0,0.63,0.52,0.46,413097088,2209865953,3290,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
186.3,2026-05-17T18:15:08,0016c001f10c2ef6,6.2,2.8,3.4,0.0,7809,703,7106,9.0,0.66,0.53,0.47,413100847,2209904766,3759,38813,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
186.7,2026-05-17T18:15:08,0016c001f10c2ef6,6.5,3.0,3.6,0.0,7809,702,7107,9.0,0.66,0.53,0.47,413104345,2209920267,3498,15501,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
187.1,2026-05-17T18:15:09,0016c001f10c2ef6,5.8,2.9,2.9,0.0,7809,702,7107,9.0,0.66,0.53,0.47,413107483,2209932076,3138,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
187.5,2026-05-17T18:15:09,0016c001f10c2ef6,6.2,1.1,5.1,0.0,7809,701,7108,9.0,0.66,0.53,0.47,413110673,2209943885,3190,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
188.0,2026-05-17T18:15:10,0016c001f10c2ef6,7.1,3.3,3.8,0.0,7809,702,7107,9.0,0.66,0.53,0.47,413113815,2209955694,3142,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
188.4,2026-05-17T18:15:10,0016c001f10c2ef6,6.3,2.3,4.0,0.0,7809,702,7107,9.0,0.66,0.53,0.47,413118526,2209998355,4711,42661,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
188.8,2026-05-17T18:15:10,0016c001f10c2ef6,6.8,2.8,4.0,0.0,7809,701,7108,9.0,0.66,0.53,0.47,413121814,2210010230,3288,11875,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
189.3,2026-05-17T18:15:11,0016c001f10c2ef6,9.8,4.1,5.7,0.0,7809,701,7108,9.0,0.66,0.53,0.47,413124952,2210022105,3138,11875,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
189.8,2026-05-17T18:15:11,0016c001f10c2ef6,6.9,1.7,5.2,0.0,7809,702,7107,9.0,0.66,0.53,0.47,413128042,2210033914,3090,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
190.2,2026-05-17T18:15:12,0016c001f10c2ef6,6.9,3.4,3.4,0.0,7809,701,7108,9.0,0.66,0.53,0.47,413131180,2210045723,3138,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
190.6,2026-05-17T18:15:13,0016c001f10c2ef6,9.4,5.9,3.5,0.0,7809,701,7108,9.0,0.66,0.53,0.47,413135399,2210088228,4219,42505,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
191.0,2026-05-17T18:15:13,0016c001f10c2ef6,5.1,1.1,4.0,0.0,7809,701,7108,9.0,0.61,0.52,0.46,413138589,2210100037,3190,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
191.5,2026-05-17T18:15:14,0016c001f10c2ef6,6.6,2.2,4.4,0.0,7809,701,7108,9.0,0.61,0.52,0.46,413141831,2210111846,3242,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
191.9,2026-05-17T18:15:14,0016c001f10c2ef6,6.4,2.3,4.1,0.0,7809,701,7108,9.0,0.61,0.52,0.46,413144917,2210123655,3086,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
192.3,2026-05-17T18:15:15,0016c001f10c2ef6,5.3,3.6,1.8,0.0,7809,700,7109,9.0,0.61,0.52,0.46,413148055,2210135464,3138,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
192.7,2026-05-17T18:15:15,0016c001f10c2ef6,7.6,3.5,4.1,0.0,7809,700,7109,9.0,0.61,0.52,0.46,413152174,2210177969,4119,42505,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
193.2,2026-05-17T18:15:16,0016c001f10c2ef6,5.9,1.2,4.7,0.0,7809,701,7108,9.0,0.61,0.52,0.46,413155336,2210189856,3162,11887,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
193.6,2026-05-17T18:15:16,0016c001f10c2ef6,6.6,2.2,4.4,0.0,7809,701,7108,9.0,0.61,0.52,0.46,413159055,2210201665,3719,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
194.0,2026-05-17T18:15:16,0016c001f10c2ef6,5.7,1.7,4.0,0.0,7809,700,7109,9.0,0.61,0.52,0.46,413162245,2210213474,3190,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
194.5,2026-05-17T18:15:17,0016c001f10c2ef6,8.7,3.6,5.1,0.0,7809,701,7108,9.0,0.61,0.52,0.46,413166416,2210256111,4171,42637,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
195.0,2026-05-17T18:15:17,0016c001f10c2ef6,11.6,5.0,6.5,0.0,7809,701,7108,9.0,0.61,0.52,0.46,413169606,2210267986,3190,11875,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
195.4,2026-05-17T18:15:18,0016c001f10c2ef6,9.3,1.2,8.1,0.0,7809,702,7107,9.0,0.61,0.52,0.46,413172796,2210279795,3190,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
195.9,2026-05-17T18:15:18,0016c001f10c2ef6,20.5,3.0,17.5,0.0,7809,702,7107,9.0,0.64,0.53,0.47,413175986,2210291604,3190,11809,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
196.3,2026-05-17T18:15:19,0016c001f10c2ef6,22.0,4.5,16.9,0.6,7809,702,7107,9.0,0.64,0.53,0.47,413179280,2210304096,3294,12492,1.2,234.5,3.1,2.0,71,54,0,0,0,0,0,0.0,0,0,0,0,0,0
