elapsed_s,timestamp,gateway_id,cpu_pct,cpu_user,cpu_sys,cpu_iowait,mem_total_mb,mem_used_mb,mem_free_mb,mem_used_pct,load_1,load_5,load_15,net_rx_bytes,net_tx_bytes,net_rx_delta,net_tx_delta,cs_cpu_pct,cs_mem_mb,pf_cpu_pct,pf_mem_mb,rx_total,tx_total,rx_delta,tx_delta,rx_crc_ok,rx_crc_error,rx_crc_none,crc_error_rate_pct,rx_dr0,rx_dr1,rx_dr2,rx_dr3,rx_dr4,rx_dr5
592.4,2026-05-17T18:22:05,0016c001f10c2ef6,8.1,3.5,4.7,0.0,7809,701,7108,9.0,0.53,0.5,0.46,416162196,2227068604,4219,43538,1.2,233.7,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
592.9,2026-05-17T18:22:05,0016c001f10c2ef6,5.8,2.3,3.5,0.0,7809,701,7108,9.0,0.53,0.5,0.46,416165334,2227080414,3138,11810,1.2,233.7,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
593.3,2026-05-17T18:22:06,0016c001f10c2ef6,9.7,3.4,5.7,0.6,7809,702,7107,9.0,0.53,0.5,0.46,416168574,2227094486,3240,14072,1.2,233.7,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
593.7,2026-05-17T18:22:06,0016c001f10c2ef6,6.4,2.1,4.3,0.0,7809,702,7107,9.0,0.53,0.5,0.46,416172293,2227106296,3719,11810,1.2,233.7,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
594.2,2026-05-17T18:22:07,0016c001f10c2ef6,9.7,3.9,5.8,0.0,7809,702,7107,9.0,0.53,0.5,0.46,416176568,2227149900,4275,43604,1.2,233.7,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
594.7,2026-05-17T18:22:07,0016c001f10c2ef6,10.4,4.1,6.2,0.0,7809,702,7107,9.0,0.53,0.5,0.46,416179758,2227161776,3190,11876,1.2,233.7,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
595.2,2026-05-17T18:22:08,0016c001f10c2ef6,8.9,3.0,5.9,0.0,7809,702,7107,9.0,0.53,0.5,0.46,416183000,2227173652,3242,11876,1.2,233.7,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
595.7,2026-05-17T18:22:08,0016c001f10c2ef6,12.0,5.0,6.0,1.0,7809,702,7107,9.0,0.56,0.51,0.47,416186038,2227185528,3038,11876,1.2,233.7,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
596.2,2026-05-17T18:22:09,0016c001f10c2ef6,5.7,3.4,2.3,0.0,7809,702,7107,9.0,0.56,0.51,0.47,416189176,2227197338,3138,11810,1.2,233.7,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
596.6,2026-05-17T18:22:09,0016c001f10c2ef6,6.3,2.3,4.0,0.0,7809,702,7107,9.0,0.56,0.51,0.47,416193347,2227240876,4171,43538,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
597.0,2026-05-17T18:22:09,0016c001f10c2ef6,6.9,1.7,5.2,0.0,7809,702,7107,9.0,0.56,0.51,0.47,416196433,2227252686,3086,11810,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
597.4,2026-05-17T18:22:10,0016c001f10c2ef6,20.9,2.9,18.0,0.0,7809,702,7107,9.0,0.56,0.51,0.47,416199675,2227264496,3242,11810,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
597.9,2026-05-17T18:22:10,0016c001f10c2ef6,19.8,1.2,18.6,0.0,7809,701,7108,9.0,0.56,0.51,0.47,416203041,2227276462,3366,11966,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
598.3,2026-05-17T18:22:11,0016c001f10c2ef6,17.8,2.4,15.4,0.0,7809,701,7108,9.0,0.56,0.51,0.47,416207388,2227320078,4347,43616,1.2,233.9,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
598.7,2026-05-17T18:22:11,0016c001f10c2ef6,12.5,2.8,9.7,0.0,7809,702,7107,9.0,0.56,0.51,0.47,416210478,2227331888,3090,11810,1.2,233.9,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
599.2,2026-05-17T18:22:12,0016c001f10c2ef6,5.7,1.7,4.0,0.0,7809,702,7107,9.0,0.56,0.51,0.47,416213564,2227343698,3086,11810,1.2,233.9,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
599.6,2026-05-17T18:22:12,0016c001f10c2ef6,5.7,2.3,3.4,0.0,7809,702,7107,9.0,0.56,0.51,0.47,416216754,2227355508,3190,11810,1.2,233.9,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
600.0,2026-05-17T18:22:13,0016c001f10c2ef6,7.1,3.5,3.5,0.0,7809,702,7107,9.0,0.56,0.51,0.47,416219840,2227367318,3086,11810,1.2,233.9,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
600.5,2026-05-17T18:22:13,0016c001f10c2ef6,6.4,2.3,4.1,0.0,7809,702,7107,9.0,0.56,0.51,0.47,416224111,2227410856,4271,43538,1.2,233.9,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
600.9,2026-05-17T18:22:13,0016c001f10c2ef6,9.2,3.1,5.6,0.5,7809,701,7108,9.0,0.6,0.52,0.47,416227353,2227422732,3242,11876,1.2,233.9,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
601.4,2026-05-17T18:22:14,0016c001f10c2ef6,10.8,3.9,6.9,0.0,7809,701,7108,9.0,0.6,0.52,0.47,416230595,2227434608,3242,11876,1.2,233.9,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
601.9,2026-05-17T18:22:14,0016c001f10c2ef6,12.7,5.1,7.6,0.0,7809,701,7108,9.0,0.6,0.52,0.47,416233987,2227448733,3392,14125,1.2,233.9,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
602.4,2026-05-17T18:22:15,0016c001f10c2ef6,9.9,3.0,6.9,0.0,7809,699,7110,9.0,0.6,0.52,0.47,416238158,2227492337,4171,43604,1.2,233.9,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
603.0,2026-05-17T18:22:15,0016c001f10c2ef6,10.7,3.7,7.0,0.0,7809,700,7109,9.0,0.6,0.52,0.47,416241244,2227504275,3086,11938,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
603.4,2026-05-17T18:22:16,0016c001f10c2ef6,8.6,3.4,5.2,0.0,7809,701,7108,9.0,0.6,0.52,0.47,416244867,2227516768,3623,12493,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
603.8,2026-05-17T18:22:16,0016c001f10c2ef6,6.2,2.2,3.9,0.0,7809,702,7107,9.0,0.6,0.52,0.47,416248051,2227530180,3184,13412,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
604.2,2026-05-17T18:22:17,0016c001f10c2ef6,6.7,1.7,4.5,0.6,7809,702,7107,9.0,0.6,0.52,0.47,416251137,2227541990,3086,11810,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
604.7,2026-05-17T18:22:17,0016c001f10c2ef6,6.9,2.9,4.0,0.0,7809,702,7107,9.0,0.6,0.52,0.47,416255100,2227585528,3963,43538,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
605.1,2026-05-17T18:22:18,0016c001f10c2ef6,5.9,1.1,4.8,0.0,7809,702,7107,9.0,0.6,0.52,0.47,416258286,2227597338,3186,11810,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
605.6,2026-05-17T18:22:18,0016c001f10c2ef6,7.0,2.9,4.1,0.0,7809,702,7107,9.0,0.55,0.51,0.47,416261372,2227609148,3086,11810,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
606.0,2026-05-17T18:22:18,0016c001f10c2ef6,6.5,2.9,3.5,0.0,7809,702,7107,9.0,0.55,0.51,0.47,416264510,2227620958,3138,11810,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
606.4,2026-05-17T18:22:19,0016c001f10c2ef6,5.8,1.7,4.0,0.0,7809,701,7108,9.0,0.55,0.51,0.47,416268681,2227664496,4171,43538,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
606.8,2026-05-17T18:22:19,0016c001f10c2ef6,7.9,4.0,4.0,0.0,7809,701,7108,9.0,0.55,0.51,0.47,416271819,2227676306,3138,11810,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
607.3,2026-05-17T18:22:20,0016c001f10c2ef6,5.5,1.6,3.8,0.0,7809,702,7107,9.0,0.55,0.51,0.47,416274857,2227688116,3038,11810,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
607.7,2026-05-17T18:22:20,0016c001f10c2ef6,5.8,1.7,4.1,0.0,7809,702,7107,9.0,0.55,0.51,0.47,416278199,2227699926,3342,11810,1.2,233.8,3.1,2.0,120,98,0,0,0,0,0,0.0,0,0,0,0,0,0
608.2,2026-05-17T18:22:21,0016c001f10c2ef6,10.6,4.0,6.5,0.0,7809,701,7108,9.0,0.55,0.51,0.47,416281389,2227711802,3190,11876,1.2,233.8,3.1,2.0,124,102,4,4,0,0,0,0.0,0,0,0,0,0,0
608.7,2026-05-17T18:22:21,0016c001f10c2ef6,17.2,3.9,13.3,0.0,7809,700,7109,9.0,0.55,0.51,0.47,416285456,2227755408,4067,43606,1.2,233.8,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
609.2,2026-05-17T18:22:22,0016c001f10c2ef6,19.3,2.8,16.6,0.0,7809,701,7108,9.0,0.55,0.51,0.47,416288546,2227767286,3090,11878,1.2,233.8,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
609.6,2026-05-17T18:22:22,0016c001f10c2ef6,19.5,1.1,18.4,0.0,7809,702,7107,9.0,0.55,0.51,0.47,416291836,2227779098,3290,11812,1.2,233.8,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
610.0,2026-05-17T18:22:23,0016c001f10c2ef6,18.2,2.8,15.5,0.0,7809,702,7107,9.0,0.55,0.51,0.47,416295026,2227790910,3190,11812,1.2,233.8,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
610.5,2026-05-17T18:22:24,0016c001f10c2ef6,6.2,2.8,3.4,0.0,7809,702,7107,9.0,0.51,0.5,0.46,416298993,2227834450,3967,43540,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
610.9,2026-05-17T18:22:24,0016c001f10c2ef6,7.6,2.9,4.7,0.0,7809,701,7108,9.0,0.51,0.5,0.46,416302079,2227846262,3086,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
611.3,2026-05-17T18:22:25,0016c001f10c2ef6,7.3,2.3,5.1,0.0,7809,701,7108,9.0,0.51,0.5,0.46,416305165,2227858074,3086,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
611.8,2026-05-17T18:22:25,0016c001f10c2ef6,5.3,1.2,4.1,0.0,7809,701,7108,9.0,0.51,0.5,0.46,416308351,2227869886,3186,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
612.2,2026-05-17T18:22:26,0016c001f10c2ef6,6.3,2.3,4.0,0.0,7809,702,7107,9.0,0.51,0.5,0.46,416311493,2227881698,3142,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
612.6,2026-05-17T18:22:26,0016c001f10c2ef6,8.9,3.9,5.0,0.0,7809,703,7106,9.0,0.51,0.5,0.46,416315556,2227925238,4063,43540,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
613.0,2026-05-17T18:22:26,0016c001f10c2ef6,6.9,2.3,4.6,0.0,7809,703,7106,9.0,0.51,0.5,0.46,416319023,2227937050,3467,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
613.5,2026-05-17T18:22:27,0016c001f10c2ef6,7.0,2.3,4.7,0.0,7809,701,7108,9.0,0.51,0.5,0.46,416322261,2227948862,3238,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
613.9,2026-05-17T18:22:27,0016c001f10c2ef6,9.8,3.6,6.2,0.0,7809,700,7109,9.0,0.51,0.5,0.46,416325575,2227962612,3314,13750,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
614.4,2026-05-17T18:22:28,0016c001f10c2ef6,14.3,7.1,6.6,0.5,7809,701,7108,9.0,0.51,0.5,0.46,416328765,2227976460,3190,13848,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
614.9,2026-05-17T18:22:28,0016c001f10c2ef6,13.2,7.4,5.8,0.0,7809,702,7107,9.0,0.51,0.5,0.46,416332726,2228020148,3961,43688,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
615.3,2026-05-17T18:22:29,0016c001f10c2ef6,6.2,1.1,5.1,0.0,7809,702,7107,9.0,0.47,0.49,0.46,416335912,2228031960,3186,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
615.8,2026-05-17T18:22:29,0016c001f10c2ef6,6.9,3.2,3.7,0.0,7809,702,7107,9.0,0.47,0.49,0.46,416339102,2228043772,3190,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
616.2,2026-05-17T18:22:30,0016c001f10c2ef6,6.8,1.1,5.7,0.0,7809,701,7108,9.0,0.47,0.49,0.46,416342344,2228055584,3242,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
616.6,2026-05-17T18:22:30,0016c001f10c2ef6,5.7,2.3,3.4,0.0,7809,702,7107,9.0,0.47,0.49,0.46,416346363,2228099206,4019,43622,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
617.1,2026-05-17T18:22:30,0016c001f10c2ef6,8.0,2.3,5.7,0.0,7809,701,7108,9.0,0.47,0.49,0.46,416349757,2228111018,3394,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
617.5,2026-05-17T18:22:31,0016c001f10c2ef6,5.6,2.3,3.4,0.0,7809,701,7108,9.0,0.47,0.49,0.46,416352795,2228122830,3038,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
617.9,2026-05-17T18:22:31,0016c001f10c2ef6,5.2,1.7,3.4,0.0,7809,701,7108,9.0,0.47,0.49,0.46,416355981,2228134642,3186,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
618.4,2026-05-17T18:22:32,0016c001f10c2ef6,7.4,2.8,4.5,0.0,7809,701,7108,9.0,0.47,0.49,0.46,416359071,2228146454,3090,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
618.8,2026-05-17T18:22:32,0016c001f10c2ef6,7.7,3.3,4.4,0.0,7809,701,7108,9.0,0.47,0.49,0.46,416363310,2228190162,4239,43708,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
619.2,2026-05-17T18:22:33,0016c001f10c2ef6,5.6,2.3,3.4,0.0,7809,702,7107,9.0,0.47,0.49,0.46,416366348,2228201974,3038,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
619.7,2026-05-17T18:22:33,0016c001f10c2ef6,6.3,1.7,4.6,0.0,7809,702,7107,9.0,0.47,0.49,0.46,416369638,2228213786,3290,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
620.2,2026-05-17T18:22:33,0016c001f10c2ef6,15.3,3.6,11.7,0.0,7809,702,7107,9.0,0.67,0.53,0.48,416372676,2228225664,3038,11878,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
620.6,2026-05-17T18:22:34,0016c001f10c2ef6,19.2,3.4,15.8,0.0,7809,702,7107,9.0,0.67,0.53,0.48,416376743,2228269286,4067,43622,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
621.0,2026-05-17T18:22:34,0016c001f10c2ef6,19.5,2.3,17.2,0.0,7809,702,7107,9.0,0.67,0.53,0.48,416379881,2228281098,3138,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
621.5,2026-05-17T18:22:35,0016c001f10c2ef6,18.8,2.3,16.5,0.0,7809,702,7107,9.0,0.67,0.53,0.48,416383071,2228292910,3190,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
621.9,2026-05-17T18:22:35,0016c001f10c2ef6,6.1,1.1,5.0,0.0,7809,702,7107,9.0,0.67,0.53,0.48,416386313,2228304788,3242,11878,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
622.4,2026-05-17T18:22:36,0016c001f10c2ef6,6.2,3.4,2.8,0.0,7809,702,7107,9.0,0.67,0.53,0.48,416389503,2228316600,3190,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
622.8,2026-05-17T18:22:36,0016c001f10c2ef6,7.0,3.5,3.5,0.0,7809,702,7107,9.0,0.67,0.53,0.48,416394255,2228360222,4752,43622,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
623.2,2026-05-17T18:22:37,0016c001f10c2ef6,5.7,1.7,4.0,0.0,7809,702,7107,9.0,0.67,0.53,0.48,416397293,2228372034,3038,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
623.6,2026-05-17T18:22:37,0016c001f10c2ef6,6.9,2.3,4.6,0.0,7809,702,7107,9.0,0.67,0.53,0.48,416400531,2228383846,3238,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
624.1,2026-05-17T18:22:37,0016c001f10c2ef6,6.2,1.1,4.5,0.6,7809,702,7107,9.0,0.67,0.53,0.48,416403617,2228395658,3086,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
624.5,2026-05-17T18:22:38,0016c001f10c2ef6,8.0,2.9,5.2,0.0,7809,702,7107,9.0,0.67,0.53,0.48,416406707,2228407470,3090,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
624.9,2026-05-17T18:22:38,0016c001f10c2ef6,6.9,2.3,4.6,0.0,7809,701,7108,9.0,0.62,0.52,0.47,416410874,2228451092,4167,43622,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
625.4,2026-05-17T18:22:39,0016c001f10c2ef6,9.0,3.0,6.0,0.0,7809,701,7108,9.0,0.62,0.52,0.47,416413960,2228462970,3086,11878,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
625.9,2026-05-17T18:22:39,0016c001f10c2ef6,6.2,1.7,4.5,0.0,7809,699,7110,9.0,0.62,0.52,0.47,416417150,2228474782,3190,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
626.3,2026-05-17T18:22:40,0016c001f10c2ef6,6.3,1.7,4.6,0.0,7809,701,7108,9.0,0.62,0.52,0.47,416420340,2228486594,3190,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
626.7,2026-05-17T18:22:40,0016c001f10c2ef6,5.6,1.1,4.4,0.0,7809,701,7108,9.0,0.62,0.52,0.47,416424099,2228530216,3759,43622,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
627.2,2026-05-17T18:22:41,0016c001f10c2ef6,7.5,3.2,4.3,0.0,7809,702,7107,9.0,0.62,0.52,0.47,416427261,2228542184,3162,11968,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
627.7,2026-05-17T18:22:41,0016c001f10c2ef6,5.8,1.6,4.2,0.0,7809,702,7107,9.0,0.62,0.52,0.47,416430395,2228553996,3134,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
628.1,2026-05-17T18:22:41,0016c001f10c2ef6,7.1,2.7,4.3,0.0,7809,700,7109,9.0,0.62,0.52,0.47,416433433,2228565808,3038,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
628.6,2026-05-17T18:22:42,0016c001f10c2ef6,6.5,3.3,3.3,0.0,7809,700,7109,9.0,0.62,0.52,0.47,416436623,2228578303,3190,12495,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
629.0,2026-05-17T18:22:42,0016c001f10c2ef6,10.7,4.8,6.0,0.0,7809,700,7109,9.0,0.62,0.52,0.47,416440898,2228621925,4275,43622,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
629.4,2026-05-17T18:22:43,0016c001f10c2ef6,6.8,2.3,4.5,0.0,7809,701,7108,9.0,0.62,0.52,0.47,416443978,2228635335,3080,13410,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
629.8,2026-05-17T18:22:43,0016c001f10c2ef6,4.9,2.2,2.7,0.0,7809,702,7107,9.0,0.81,0.57,0.49,416447136,2228647225,3158,11890,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
630.3,2026-05-17T18:22:44,0016c001f10c2ef6,8.9,3.5,5.4,0.0,7809,701,7108,9.0,0.81,0.57,0.49,416450222,2228659103,3086,11878,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
630.8,2026-05-17T18:22:44,0016c001f10c2ef6,3.9,0.6,3.4,0.0,7809,701,7108,9.0,0.81,0.57,0.49,416454493,2228702725,4271,43622,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
631.2,2026-05-17T18:22:45,0016c001f10c2ef6,7.4,2.8,4.5,0.0,7809,701,7108,9.0,0.81,0.57,0.49,416457635,2228714537,3142,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
631.7,2026-05-17T18:22:45,0016c001f10c2ef6,12.4,1.7,10.7,0.0,7809,702,7107,9.0,0.81,0.57,0.49,416460877,2228726349,3242,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
632.1,2026-05-17T18:22:45,0016c001f10c2ef6,20.0,1.7,18.3,0.0,7809,702,7107,9.0,0.81,0.57,0.49,416464115,2228738161,3238,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
632.5,2026-05-17T18:22:46,0016c001f10c2ef6,19.3,1.8,17.5,0.0,7809,703,7106,9.0,0.81,0.57,0.49,416467686,2228749973,3571,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
633.0,2026-05-17T18:22:46,0016c001f10c2ef6,20.7,2.4,18.3,0.0,7809,703,7106,9.0,0.81,0.57,0.49,416471905,2228793595,4219,43622,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
633.4,2026-05-17T18:22:47,0016c001f10c2ef6,6.8,2.8,4.0,0.0,7809,703,7106,9.0,0.81,0.57,0.49,416475047,2228805407,3142,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
633.8,2026-05-17T18:22:47,0016c001f10c2ef6,8.6,2.3,4.0,2.3,7809,703,7106,9.0,0.81,0.57,0.49,416478233,2228817219,3186,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
634.2,2026-05-17T18:22:48,0016c001f10c2ef6,6.3,2.9,3.4,0.0,7809,702,7107,9.0,0.81,0.57,0.49,416481271,2228829031,3038,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
634.7,2026-05-17T18:22:48,0016c001f10c2ef6,6.2,1.7,4.5,0.0,7809,703,7106,9.0,0.81,0.57,0.49,416484613,2228840843,3342,11812,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
635.1,2026-05-17T18:22:48,0016c001f10c2ef6,8.0,2.8,5.1,0.0,7809,702,7107,9.0,0.74,0.56,0.48,416488732,2228884465,4119,43622,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
635.6,2026-05-17T18:22:49,0016c001f10c2ef6,10.6,4.0,6.5,0.0,7809,702,7107,9.0,0.74,0.56,0.48,416491974,2228896343,3242,11878,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
636.1,2026-05-17T18:22:49,0016c001f10c2ef6,9.0,3.2,5.9,0.0,7809,702,7107,9.0,0.74,0.56,0.48,416495012,2228908221,3038,11878,1.2,234.0,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
636.6,2026-05-17T18:22:50,0016c001f10c2ef6,6.3,2.3,4.0,0.0,7809,702,7107,9.0,0.74,0.56,0.48,416498202,2228920033,3190,11812,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
637.0,2026-05-17T18:22:50,0016c001f10c2ef6,7.3,2.8,4.5,0.0,7809,701,7108,9.0,0.74,0.56,0.48,416502165,2228963655,3963,43622,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
637.4,2026-05-17T18:22:51,0016c001f10c2ef6,6.9,3.4,3.4,0.0,7809,702,7107,9.0,0.74,0.56,0.48,416505427,2228975545,3262,11890,1.2,233.9,3.1,2.0,124,102,0,0,0,0,0,0.0,0,0,0,0,0,0
637.9,2026-05-17T18:22:51,0016c001f10c2ef6,6.4,1.2,5.2,0.0,7809,702,7107,9.0,0.74,0.56,0.48,416508665,2228987357,3238,11812,1.2,233.9,3.1,2.0,126,104,2,2,0,0,0,0.0,0,0,0,0,0,0
638.3,2026-05-17T18:22:52,0016c001f10c2ef6,5.7,2.3,3.4,0.0,7809,702,7107,9.0,0.74,0.56,0.48,416511855,2228999170,3190,11813,1.2,233.9,3.1,2.0,126,104,0,0,0,0,0,0.0,0,0,0,0,0,0
638.7,2026-05-17T18:22:52,0016c001f10c2ef6,10.1,4.5,5.1,0.6,7809,703,7106,9.0,0.74,0.56,0.48,416515149,2229012776,3294,13606,1.2,234.0,3.1,2.0,126,104,0,0,0,0,0,0.0,0,0,0,0,0,0
